name,sold,price,date
ACER ASPIRE 3 SLIM A314-22-RYZEN 3 3250 RAM 4GB SSD 256GB FHD WIND10,3,6.979.900,2021-01-25
Acer Aspire 5 A514 - 53 | i3-1005G1 | 4GB | 512GB,3,7.399.000,2021-01-25
"ACER ASPIRE 3 SLIM A314-22 RYZEN 3-3250U 4GB 256GB 14""FHD WIN10 OHS",23,6.799.000,2021-01-25
Asus ROG G531GU-I766S6T Scarr III i7 9750H 16GB 1TB+512ssd GTX1660Ti 6GB W10 15.6FHD,0,25.310.000,2021-01-25
"Asus ROG G15 G512LW i7-10750H 16GB 512GB RTX2070 W10 15,6 FHD Strix G",4,25.999.000,2021-01-25
ASUS TUF A15 FX506II-R55TB6T Ryzen 5 4600H/8GB/512GB/GTX 1650Ti 4GB,25,13.800.000,2021-01-25
HP Pavilion Gaming 15 EC1077AX Ryzen 5 4600 16G SSD512G GTX1650 4G W10 OHS,3,13.150.000,2021-01-25
"Lenovo IdeaPad 330 - AMD E2-9000 - 4GB - 500GB - DVDRW - 14"" - WIN10",36,5.175.000,2021-01-25
Asus zenbook 3,9,19.000.000,2021-01-25
"Asus Zenbook Duo UX481FA i5 10210U|8GB|512GB SSD|14""FHD|Dual Screen",10,19.299.000,2021-01-25
LENOVO IDEAPAD SLIM 3 14ARE05 AMD RYZEN 5 4500 8GB/512GB/WIN10,1,9.550.000,2021-01-25
"ACER SWIFT 3 SF314-57G (i5-1035G1/8GB/512GB SSD/MX250 2GB/No ODD/14""FH",5,14.999.000,2021-01-25
ASUS ROG GL503GE-EN130T - Intel Core I7 8750H - 16GB RAM - 256GB SSD,3,20.499.000,2021-01-25
Lenovo IdeaPad Slim 3 14IIL05 Core i3 1005G1 4GB 512 SSD Win10 + OHS - PNID-Hitam,532,7.399.000,2021-01-25
"ACER SWIFT 3 SF314-57 I3-1005G1|4GB|SSD 256GB|14"" FHD|WIN10",20,8.299.000,2021-01-25
Lenovo Legion 5 Ryzen 7 4800 16GB 1TB+512ssd GTX1650Ti 4GB W10 15.6FHD,2,15.999.000,2021-01-25
ASUS Zenbook S UX392FN-E7601T i7 8565U 16GB 1TB SSD MX150 2GB FHD,2,19.699.000,2021-01-25
Asus Zenbook Pro DUO UX482EG i7 1165G7 16GB 512GB SSD MX450 2GB TOUCH,12,26.499.000,2021-01-25
"ACER SWIFT 7 SF714-52T i7 8500Y 16GB 512GB SSD 14"" FHD TOUCHSCREEN W10",4,29.999.000,2021-01-25
Asus Zenbook Pro 4K UX534FTC-A701T i7 10510 16GB 1TB ssd GTX1650 15.6,2,22.945.000,2021-01-25
Lenovo Ideapad Slim 3 - i5 1035G1 8GB 512ssd MX330 2GB W10 + OFFICE - Biru,190,9.799.000,2021-01-25
ASUS ZENBOOK FLIP UM462DA - AMD RYZEN R5 3500U 8GB 512GB VEGA 8 W10,34,13.201.000,2021-01-25
Lenovo Legion 5 15 Ryzen 5 4600 - GTX1650Ti 4GB 16GB 1TB+256ssd W10 - 8 gb,2,13.399.000,2021-01-25
"ASUS ZENBOOK UX331FAL I5-8265U 8GB 1TB+256GB SSD 14"" FHD WIN10",3,12.445.000,2021-01-25
Asus Zenbook Flip UX461FN X360 Touch i7 8565 16GB 512ssd MX150 2GB W10,19,14.999.000,2021-01-25
ASUS ZENBOOK UX325JA-BM701T I7-1065G7/16GB/512GB/13.3FHD WIN10+OHS2019,10,18.499.000,2021-01-25
"ASUS ZENBOOK DUO UX481FL-BM701T i7-10510U-16GB-512GB-MX250 2GB-14""FHD",3,25.999.000,2021-01-25
"ASUS ZENBOOK UX334FL-30TH i7 8565U|16GB|1TB SSD|MX250 2GB|13.3"" FHD",7,20.500.000,2021-01-25
Asus Zenbook Q407 Ryzen 5 4500 8GB 256ssd MX350 2GB W10 14FHD,8,10.699.000,2021-01-25
Lenovo Legion Y7000 se i5 9300H GTX1650 sRGB 100% x rog tuf nitro msi,8,12.200.000,2021-01-25
ASUS Zenbook Flip UX461UN-BO702T I7-8550U/16GB/SSD512/MX150 2GB/WIN10,3,20.525.000,2021-01-25
Asus Zenbook Duo Touch UX481FA i7 10510 8GB 512ssd 14.0FHD W10,5,19.499.000,2021-01-25
DELL INSPIRON 15-5565/AMD A12-9700P/RAM 8GB/HDD 1TB/VGA RADEON R7,5,5.800.000,2021-01-25
"ASUS ZENBOOK UX425JA - I7-1065G7 DDR4 16GB 512GB 14"" FHD W10 NUMPAD",16,18.999.000,2021-01-25
DELL Inspiron 3579 G3 15 Core i7-8750H/8GB/256GB SSD/VGA GTX/Win10HSL,12,15.600.000,2021-01-25
LENOVO IDEAPAD S340 AMD RYZEN 5-3500U 8GB 512GB SSD 14'' FHD WIN 10,1,9.499.000,2021-01-25
Lenovo Ideapad Slim 3 14ARE05 R3-4300U|SSD 512GB|WINS 10 OHS 19 BLACK,3,8.499.000,2021-01-25
Lenovo Legion 5-15ARH05H-2GID R7-4800H 16GB 512GB SSD RTX2060 6GB FHD,11,21.199.000,2021-01-25
"ACER SWIFT 3 SF313-51-84BW i7 8550U-8GB-512GB SSD-13.3"" FHD WIN10",16,13.500.000,2021-01-25
"ASUS ZENBOOK FLIP UM462DA RYZEN 7-3700U/8GB/512GB/W10/14""FHD",18,13.999.000,2021-01-25
Lenovo Ideapad Slim3-14IIL05 PFID - Grey [i5 1035G1-8GB-512GB-MX330],1,10.099.000,2021-01-25
Lenovo Ideapad Slim 3 14ARE Ryzen 3 4300 8GB 512ssd Vega 3 W10+OHS 14,104,8.149.000,2021-01-25
"ASUS Zenbook UX434FL - i7 8565U 16GB 1TBssd MX250 2GB 14""FHD W10",4,16.899.000,2021-01-25
ASUS ROG G532LV-I7R6C6T Strix Scar i7 10875H 16GB 1TBssd RTX2060 240Hz,4,29.199.000,2021-01-25
ASUS Zenbook Q407IQ | Ryzen5 4500 8GB 256ssd MX350 2GB W10 14.0FHD|,2,10.699.000,2021-01-25
"LENOVO IDEAPAD SLIM 3i I3-1005G1/4GB/SSD 512GB/MX330 2GB/14""FHD/OHS",20,8.449.000,2021-01-25
Lenovo Legion Y740 15 i7 9750 16GB 1TB+128ssd RTX2060 6GB W10 15.6FHD,1,18.499.000,2021-01-25
"Lenovo IdeaPad Slim 3 i5 1035G1 8GB 512GB SSD MX330 2GB 14""FHD W10+OHS",3,10.304.000,2021-01-25
"ASUS ZENBOOK DUO UX481FL-BM072T i7-10510U 16GB 1TB SSD MX250 2GB 14""",1,25.500.000,2021-01-25
"ACER SWIFT 3 SF314 i5 8265U 4GB 1TB+128GB SSD MX150 2GB WIN10 14"" FHD",5,10.200.000,2021-01-25
Asus Zenbook Flip UX461FN - i7 8565U 16GB 512GB MX150 2GB W10,4,14.999.000,2021-01-25
"ASUS ZENBOOK FLIP UM462DA RYZEN 5-3500U 8GB 512GB VEGA 8 14"" FHD W10",8,13.201.000,2021-01-25
Asus Zenbook Flip UM462DA AI701T - AMD R7 3700U 8GB 512GB W10 Vega 10,4,13.499.000,2021-01-25
ASUS ZENBOOK UM431DA AM501T Ryzen 5 3500U 8GB 512SSD VEGA 8 W10 14FHD,5,9.500.000,2021-01-25
Asus Zenbook Flip UM462DA AI501T | R5 3500U 8GB 512ssd Vega 8 14FHD,4,12.499.000,2021-01-25
Lenovo Ideapad Gaming 3 RYZEN 7-4800 16GB 512GB GTX1650Ti-4GB 120Hz,3,15.499.000,2021-01-25
DELL Inspiron 7472 i5-8250U|16GB|128GB+1TB|VGA|Win 10 Home,3,14.800.000,2021-01-25
Lenovo Legion 5 A7ID Ryzen 7 4800H 16GB 512ssd RTX2060 W10+OHS 144Hz,79,21.099.000,2021-01-25
"ASUS ZENBOOK FLIP UM462DA RYZEN 5-3500U/8GB/512GB/W10/14""FHD",2,12.999.000,2021-01-25
ASUS Zenbook UX334FLC-A501T SCREENPAD i5 10210U|8GB512GB SSD|MX250 2GB,2,17.199.000,2021-01-25
Asus Zenbook Flip S UX371EA HL710TS 4K OLED i7 1165G7 16GB 1TBssd,2,23.999.000,2021-01-25
Asus Zenbook Flip S UX371EA HL710TS 4K OLED i7 1165G7 16GB IrisXe W10,5,23.999.000,2021-01-25
ASUS ZENBOOK UM425IA-AM501S RYZEN 5 4500U 8GB 512GB SSD FHD GRS RESMI,14,14.499.000,2021-01-25
Asus Zenbook Flip UM462DA AI501T R5 3500U - 8GB - 512ssd -14FHD -Win10,10,12.199.000,2021-01-25
LENOVO IDEAPAD SLIM 3-14IIL-1035G1-8GB-512GB-MX330-WIN10 Gray+OHS-AMB2,2,10.505.000,2021-01-25
Lenovo Ideapad S340 13 i5 10210 8GB 256ssd W10 13.3FHD,3,8.799.000,2021-01-25
Asus Zenbook Flip UX461FA - i5 8265 8GB 256ssd 14FHD W10,2,11.999.000,2021-01-25
"Asus Zenbook Flip UX362FA i5 8265U-8GB-512GB-13.3""FHD-WIN 10 HOME",8,14.100.000,2021-01-25
"ASUS Zenbook UX325JA-BM701T BM702T - i7 1065G7 16GB 512ssd W10+OHS 13""",1,17.499.000,2021-01-25
ASUS G532LV-I7R6C6T Strix Scar i7 10875H 16GB 1TB ssd RTX2060 6GB W10,2,29.199.000,2021-01-25
"Asus Zenbook Duo UX481FL i5 10210U|8GB|512GB SSD|MX250 2GB|14"" FHD",2,22.999.000,2021-01-25
Lenovo Legion 5 15IMH05H i7-10750H RTX20606GB 16GB 512GB W10+OHS MUID,2,22.889.000,2021-01-25
ACER SWIFT 3 SF314-41-R9JTU AMD RYZEN 5-3500U RAM 4GB SSD 512GB,4,9.799.000,2021-01-25
"Asus Zenbook Flip UX362FA i3 8145U-8GB-512GB-13.3""FHD-WIN 10 HOME",7,10.899.000,2021-01-25
Asus Zenbook Flip UX360UAK Core i7 7500/RAM 16GB/SSD 512GB/IntelHD 3K,1,10.550.000,2021-01-25
ASUS Zenbook UX433FN-A5822T i5 8265U/8GB/512GB/MX150 2GB/NUMERIC,2,14.399.000,2021-01-25
ASUS Zenbook UX425EA BM551TS | i5 1135G7 IrisXe 8GB 512ssd +OHS,5,13.899.000,2021-01-25
"Lenovo Legion Y540 - 15IRH | 15,6"" | i7-9750H | GTX 1650 4GB | RAM 16GB | Win 10 HOME + OHS 2019",8,16.799.000,2021-01-25
Asus Zenbook Flip UM462da RyZen 7 3700U 8GB SSD 512GB Vega10 Touchscreen 2in1 W10 FHD,2,14.799.000,2021-01-25
"ASUS A407MA/GOLD/INTEL N4000(4GB/256SSD)INTEL HD/14""/WINDOWS 10",9,5.399.000,2021-01-25
ASUS TUF Gaming A15 FX506IU R7-4800H 8GB 256+1TB GTX1660TI 6GB 144Hz,130,17.139.000,2021-01-25
Asus Zenbook Duo UX481FL-BM071T i7-10510U|16GB|512 SSD|MX250 2GB,4,26.500.000,2021-01-25
"ASUS ZENBOOK UX325JA - I5-1035G1 DDR4 8GB 512GB 13.3"" FHD W10 NUMPAD",9,15.699.000,2021-01-25
"ASUS ZENBOOK UX325EA I7-1165G7 16GB 512GB 13.3"" FHD IPS NUMPAD OHS W10",4,18.299.000,2021-01-25
Asus Zenbook Flip UX461FN US74 X360 Touch i7 8565 16GB,7,14.999.000,2021-01-25
DELL INSPIRON 15 - I7 7700HQ/ 8GB/ 128GB SSD + 500GB/ GTX1050TI 4GB,5,15.488.000,2021-01-25
Asus Vivobook K413FQ EK701T i710510 8GB 512ssd MX350 2GB W10 14.0FHD,2,14.250.000,2021-01-25
"LENOVO IDEAPAD SLIM 3 RYZEN 3_4300U/8GB/SSD 512GB/14""FHD/WIN10/OHS",55,8.449.000,2021-01-25
"Asus Zenbook UX425JA BM701T BM702T i7 1065G7 16GB 512ssd W10+OHS 14.0""",1,17.649.000,2021-01-25
Asus Zenbook UX425JA BM501T BM502T - i5 1035G1 8GB 512ssd W10 OFFICE,11,14.699.000,2021-01-25
ACER PREDATOR NITRO AN515-55 - i5-10300H 8GB 512GB GTX1650 4GB W10,5,12.699.000,2021-01-25
"ACER SWIFT SF315-41 AMD Ryzen 5-2500-8GB-1TB-VEGA 8-15.6""FHD WIN 10",12,9.999.000,2021-01-25
Asus Zenbook UX425EA-BM551TS/52TS/i5-1135G7/8GB/SSD512GB/W10/OHS,2,14.149.000,2021-01-25
ASUS ZenBook 14 UX425JA-BM502T Intel Core i5-1035G1/8GB/512GB/W10HOME,2,13.950.000,2021-01-25
ASUS TUF Gaming A15 FX506II-R55TB6T,2,14.499.000,2021-01-25
"ASUS ZenBook 14 UM425IA AMD Ryzen 5 4500 RAM 8GB 512ssd Vega6 wn10 14""",1,12.699.000,2021-01-25
Asus Zenbook UX425EA i5 1135G7 8GB 512GB IrisXe 80EU Win10+OHS 2019,7,13.899.000,2021-01-25
LENOVO IDEAPAD SLIM 3 - PENTIUM 6405 8GB 256GB SSD WIN10 + OHS,10,6.999.000,2021-01-25
Asus zenbook UX331UN i7 8550 16GB 512GB SSD Nvidia Mx150 FHD WIN.10,1,18.450.000,2021-01-25
ASUS TUF Gaming A15 FX506IV-R9R6B6T Fortress Gray,8,22.199.000,2021-01-25
ASUS ZenBook Flip 14 UM462DA AI501T - AMD RYZEN R5 3500U 8GB 512GB,21,11.999.000,2021-01-25
"Lenovo Legion 5i i7 10750 16GB 512ssd GTX1660Ti 6GB W10+OHS 144Hz 100% - NO UPGRADE, BUNDLING PAKET",20,21.999.000,2021-01-25
"ASUS ZENBOOK S UX393EA i7-1165G7 16GB 1TB iRIS Xe MAX 13.9"" 3K OHS W10",2,23.999.000,2021-01-25
ACER SWIFT 3x SF314-510G-55DE(i5-1135G7/8GB/512GB/INTEL IRIS/W10+OHS),4,13.499.000,2021-01-25
ASUS ZenBook Flip 14 UM462DA AI501T|Ryzen 5 3500U 8GB 512ssd 14FHD W10,10,11.999.000,2021-01-25
Asus Zenbook UX425JA i7 1065G7 16GB 512ssd 14.0 Win10+OHS2019,2,18.499.000,2021-01-25
Asus Zenbook UX431FA i7 8565 8GB 256ssd W10 14.0FHD,2,12.699.000,2021-01-25
Asus Zenbook duo UX481FL i7 10510U MX250 2GB 1TB SSD 16GB 14FHD,9,27.499.000,2021-01-25
"ACER SWIFT 5 SF514-52T i5 8250U 8GB 256GB SSD WIN10 TOUCH 14"" FHD",8,14.250.000,2021-01-25
Asus Zenbook UX434FLC i7 10510 16GB 512ssd MX250 2GB W10 14.0FHD,1,17.499.000,2021-01-25
ASUS ZENBOOK 14-Q407IQ-BR5N4 -AMD RYZEN 5-4500U-MX350 2GB-RAM 8GB-256,2,10.799.000,2021-01-25
Lenovo Thinkpad X1 Carbon Gen7 touch - i7 8565 16GB 512GBSSD 14FHD W10,2,19.299.000,2021-01-25
Asus Zenbook UX433FN-A5812T i5 8265U 8GB 512ssd MX150 2GB WIN10,7,13.649.000,2021-01-25
ASUS Zenbook UX303U Core i7 6500/RAM 12GB/SSD 256GB/GT940M 2B 3K Touch,3,9.200.000,2021-01-25
Lenovo Thinkpad X1 Carbon GEN7 i5 8265 8GB 256ssd W10 14.0FHD,0,14.299.000,2021-01-25
Asus Zenbook UX433FN A5801T- I5 8265U 8GB 512SSD MX150 2GB 14 FHD W10,4,16.799.000,2021-01-25
Asus Zenbook UX533FD i7 8565 16GB 512ssd GTX1050 A7601T/A7602T,1,18.999.000,2021-01-25
ASUS ZENBOOK FLIP UX461FN I7-8565U RAM 16GB SSD 512GB MX150 2GB WIN 10,6,19.200.000,2021-01-25
ACER SWIFT 3 (Intel Core i7-8565U/2*4GB/1TB/MX 250 2GB/NO ODD/W10,2,11.499.000,2021-01-25
"ASUS ZENBOOK DUO UX481FA i5 10210U|8GB|512GB SSD|WIN 10|14""FHD",2,18.799.000,2021-01-25
Asus Zenbook UX433FN - i7 8565U 16GB 512G MX150 2GB W10 14 FHD NUMPAD,1,16.999.000,2021-01-25
DELL inspiron 7472 i7-8550U|8GB|128GB+1TB|VGA|Win 10,10,14.670.000,2021-01-25
DELL Inspiron 5490 Intel Core i7-10510U/12GB/512GB SSD/VGA 2GB/W10HSL,5,15.550.000,2021-01-25
"ASUS Zenbook UM425IA-AM701S R7-4700U 16GB 512GB SSD 14"" FHD W10 OHS",2,16.299.000,2021-01-25
Asus Vivobook X441MA Intel N4020 Ram4GB HDD1TB Intel HD Graphic Windows 10 Original,5,5.299.000,2021-01-25
Asus Zenbook UX431FN i7 8565 16GB 512ssd MX150 2GB W10 14.0FHD,3,14.499.000,2021-01-25
LENOVO IDEAPAD S145 14IKB i3 8130 4GB 1TB W10+OHS 14.0,2,6.149.000,2021-01-25
ACER PREDATOR NITRO AN515-44 - RYZEN 7-4800H 8GB 512GB GTX1650Ti 4GB,3,15.499.000,2021-01-25
Dbwh Psrn Acer Aspire A514-53-3852 Core i3 Gen 10 RAM 4GB SSD 512GB,5,6.999.000,2021-01-25
"Asus Zenbook UX333FA-A5801T -i5-8250U -8GB -256GB SSD -13.3""FHD -W10",6,13.699.000,2021-01-25
"Asus Vivobook K413EA AM351TS i3-1115G4 RAM 8Gb SSD 512Gb OHS W10 - Non Bundling, Indie Black",14,9.188.000,2021-01-25
DELL Inspiron 5583 Intel Core i5-8265U 8GB 256GB SSD VGA DVDRW W10HSL,3,10.250.000,2021-01-25
"ASUS ZENBOOK UX430UN - i7 8550U/ 16GB/ 512GB/ MX150/ W10/ 14""IPS FHD",7,14.990.000,2021-01-25
"Asus ZenBook UM425IA-AM501S R5-4500U 8GB 512GB 14"" FHD UM425IA-AM502S - Non Bundling, PINE GREY",15,13.999.000,2021-01-25
Asus ZenBook UX430UN Core i5 Gen 8th VGA Nvidia MX150 Full HD Mulus,7,9.975.000,2021-01-25
Asus ZenBook 14 Q407IQ AMD Ryzen 5 4500U RAM 8GB 256 ssd MX350 2GB W10,3,11.499.000,2021-01-25
Asus Zenbook UX303 i5 Gen5 4GB Ram 500GB gt940m no Xps spectre envy,2,5.600.000,2021-01-25
ACER SWIFT 3 WIN10 i5-8250 4GB 1TB NVIDIA MX150 2GB FHD SLIM,18,8.950.000,2021-01-25
"ASUS ZENBOOK UX433FN I5-8265U 8GB 512GB MX150 14""FHD WIN10",2,13.799.000,2021-01-25
"DELL INSPIRON 14 3476 CORE I5 4GB 1TB UMA 14""HD W10",5,4.699.000,2021-01-25
DELL INSPIRON 14 3493-1035G7-4GB-128GB-WIN10 BLACK-41633-Amb2,9,7.475.000,2021-01-25
DELL INSPIRON 14 5447 - INTEL CORE i7-4510U - VGA AMD RADEON R7 2GB,5,5.500.000,2021-01-25
ASUS ZENBOOK DUO UX481FA-HJ551T i5-10210U/8GB/512GB SSD/W10+OHS 2019,1,18.999.000,2021-01-25
Asus Zenbook 14 UM425IA AM701S Ryzen 7 4700U 16GB 512ssd W10+OHS 14FHD,1,14.899.000,2021-01-25
"ASUS UX461FN E5801T Zenbook Flip i5-8265U-8GB-512GB-2GB-14""FHD W10",7,17.099.000,2021-01-25
Lenovo Ideapad Slim 5i 14 i5 1135G7 8GB 512ssd MX450 2GB W10+OHS 14.0F - PLATINUM,60,11.599.000,2021-01-25
Asus ZenBook Flip UX362FA-EL502T Intel Core i5-8265U RAM 8GB SSD 512GB,3,14.999.000,2021-01-25
"ASUS ZenBook 13 UX333FN-A7601T - i7-8565U,16GB,512GB SSD,13.3""FHD,W10",2,17.200.000,2021-01-25
"ASUS ZENBOOK UX481FL i5-10210U/8GB/SSD 512GB/MX250 2GB/14""/WINDOWS10",8,20.800.000,2021-01-25
"ASUS Zenbook UM425IA R5-4500U 8GB 512GB 14"" FHD NUMBER PAD W10 + OHS",3,12.835.000,2021-01-25
Lenovo Ideapad Slim 5i 14 i5 1135G7 8GB 512ssd MX450 2GB OHS 14FHD IPS,2,11.699.000,2021-01-25
Asus Zenbook UX325EA EG551TS EG552TS - i5 1135G7 8GB 512ssd W10 OFFICE,2,13.899.000,2021-01-25
Lenovo Ideapad Gaming 3 Ryzen 7 4800H 16GB 512SSD GTX1650Ti W10+OHS,9,15.499.000,2021-01-25
"Asus ZenBook UM425IA-AM501S R5-4500U 8GB 512GB 14"" FHD UM425IA-AM502S",6,13.999.000,2021-01-25
Asus Zenbook UX305UA i5-6200 | 4Gb | 256Gb | win 10,4,12.298.000,2021-01-25
Lenovo Legion 5i 15IMH i7 10750 GTX1650Ti 4GB 16GB 512ssd 15.6FHD RGB - 16 gb,8,15.899.000,2021-01-25
ASUS TUF A15 FX506IU-R766B7T - R7-4800H 8GB 1TB 256GB GTX1660Ti 144Hz,4,16.895.000,2021-01-26
ACER ASPIRE 5 A514-53 i3-1005G1 4GB 512GB SSD INTEL OPTANE WIN10+OHS,52,7.349.000,2021-01-26
Acer Aspire 3 A315-42-R0XU [AMD Ryzen 3 3200U],5,8.000.000,2021-01-26
"Lenovo Legion 5Pi Intel 6KID i7 10870H 16GB RTX 2060 6G NVIDIA 512GB SSD 15"" FHD WVA 144Hz Win10 OHS",0,24.499.000,2021-01-26
Lenovo Ideapad 5 15 Ryzen 7 4700 8GB 512ssd Vega7 W10 15.6FHD,1,9.799.000,2021-01-26
MSi MODERN 14 B10RA Core I5 10210U 512GB SSD 8GB RAM MX350 2GB VGA,11,11.999.000,2021-01-26
LENOVO IDEAPAD 11 3050E 4GB 256SSD W10 GREY 11.6,1,4.848.000,2021-01-26
"MSI GF63 Thin 9SC-024ID i7-9750H/512GB/8GB/GTX1650/15""/W10H",16,14.099.000,2021-01-26
"ACER ASPIRE 5 A514-53 (i3-1005G1 4GB 1TB INTEL HD GRAPHICS 14"" W10+OHs",1,6.799.000,2021-01-26
"ASUS VIVOBOOK K413EQ i5-1135G7 8GB 512GB SSD MX350 2GB 14""FHD WIN10",4,11.999.000,2021-01-26
"ASUS VIVOBOOK FLIP TM420IA - RYZEN 5-4500U - 8GB - 512SSD - 14""FHD IPS TOUCH - WIN10 - OFFICE",1,11.999.000,2021-01-26
ASUS TUF FX506 | Ryzen7 4800 8GB 512ssd RTX2060 6GB W10 15.6FHD |,2,17.099.000,2021-01-26
"ACER ASPIRE 5 A514-54 - i5-1135G7 - 8GB - 512GB - IRIS XE GRAPHIC - 14"" - W10 - OFFICE  HOME STUDENT",4,9.399.000,2021-01-26
ACER ASPIRE core I3 gen 6,5,5.950.000,2021-01-26
HP OMEN 15-ek0045TX i7-10750H 512GB SSD 16GB GTX 1650 Ti 4GB WIN10+OHS,19,17.999.000,2021-01-26
MSI Modern 15 A11SB / 9S7-155225-071 (Urban Silver),4,15.999.000,2021-01-26
LENOVO IDEAPAD SLIM 3-PDID|CORE I5 1035G1|8GB|512GB SSD|MX330 2GB|SLIM,1,10.090.000,2021-01-26
"ROG G14 GA401II-R75TA6W RYZEN7-4800HS/8GB/512GB/GTX1650Ti 4GB/W10/14""",6,21.999.000,2021-01-26
ROG GA502IU-R766B6T ZEPHYRUS G15 RYZEN7-4800HS/8GB/512GB/GTX1660Ti 6GB,5,20.499.000,2021-01-26
"Acer Aspire 5 A514-53-3852 [14""FHD/i3-1005G1/4G/512GB/W10+OHS]",2,7.199.000,2021-01-26
"HP Pavilion X360 14-dh1052TX i5-10210U 8GB 512SSD MX130 2GB 14""IPS OHS",28,12.999.000,2021-01-26
LENOVO THINKPAD X240s i5 TOUCHSCREEN,0,3.499.000,2021-01-26
Asus Zenbook UX325EA i7 1165G7 16GB 512ssd IrisXe 96EU WIN10+OHS2019,3,18.999.000,2021-01-26
"ACER ASPIRE 3 A314 AMD A4-9120e 4GB 256GB SSD WIN10 14.0"" HD",40,3.549.000,2021-01-26
ASUS S430FN - i7-8565U - 8GB RAM - 512GB SSD - NVIDIA MX150 - FULL HD,5,12.000.000,2021-01-26
"LENOVO IDEAPAD SLIM 3 CORE i3-1005G1 RAM 8GB SSD 512GB 14"" WIN10+OHS",24,8.399.000,2021-01-26
LENOVO YOGA C940 14iiL 2in1 Touch i7 1065G7 16GB 1TBssd W10 14.0FHD,12,19.499.000,2021-01-26
"Asus Zenbook UX461FN 2in1 Touch i7 8565 16GB 512ssd MX150 2GB W10 14""",3,14.999.000,2021-01-26
Acer Aspire 5 Slim A515 Ryzen 5 4500 8GB 512ssd Vega6 W10+OHS 15.6 HD,1,8.999.000,2021-01-26
lenovo ideapad slim 3i GL05 n4020 4GB 256 win10 OHS,1,6.000.000,2021-01-26
LENOVO YOGA 7i i7-1165G7 1TB SSD 16GB Intel Iris Xe WIN 10+OHS,9,18.499.000,2021-01-26
Acer Predator Nitro 5 AN515-55 i5-10300H/GTX 1650 4GB/8GB/512GB W10 144Hz,8,12.699.000,2021-01-26
LENOVO Yoga Slim 7 14ARE05-1RID Ryzen 5 4500 16GB 512ssd W10+OHS,12,13.499.000,2021-01-26
ASUS VIVOBOOK A412FA INTEL PENTIUM GOLD N5405U RAM8GB SSD512GB FHD WINDOWS 10 ORIGINAL,53,7.649.000,2021-01-26
Asus vivobook A416ma intel N4020 4gb 256gb 14 win10+ohs 2019 resmi,1,5.799.000,2021-01-26
LENOVO ThinkPad X1 Yoga 0ID Carbon Core i7-8550U/16GB/512GB/Win10Pro,4,39.000.000,2021-01-26
Acer Nitro 5 AN515-55-77MG [i7-10870H/512GBSSD/GTX1650Ti/OHS] [NH.Q7NSN.004],5,14.549.000,2021-01-26
ASUS ROG Zephyrus G14 14 Inch Ryzen 9 4900HS 16GB 1TB RTX 2060 Max-Q,6,24.567.890,2021-01-26
"LENOVO IDEAPAD SLIM 3 RYZEN 5-3500/8GB/SSD 256GB/14""FHD/WINDOWS 10",8,8.299.000,2021-01-26
"Lenovo Ideapad Slim 5i i7 1165G7 16GB 512ssd W10+OHS 14""FHD",3,13.799.000,2021-01-26
"ACER ASPIRE 3 SLIM A314-22 AMD ATHLON 3050U 8GB 512GB 14"" FHD W10 OHS",4,6.950.000,2021-01-26
Asus ROG G512LI I565B6T i5 10300 8GB 512ssd GTX1650Ti 4GB W10 144Hz,3,14.199.000,2021-01-26
Lenovo Ideapad S340 14 Ryzen 5 3500 8GB 512ssd Vega8 W10+OHS 14.0FHD B,18,8.849.000,2021-01-26
ASUS VIVOBOOK A416MA INTEL N4020 RAM4GB SSD256GB 14 FHD IPS WINDOWS 10 ORIGINAL & OHS 2019,87,5.699.000,2021-01-26
Lenovo Legion 5 A5ID Ryzen 5 4600 16GB 512ssd RTX2060 6GB W10 15.6FHD - BUNDLING,10,19.399.000,2021-01-26
"ASUS A409JA EK352FHD i3-1005G1 4GB 512GB SSD 14"" FHD WIN10",0,7.599.000,2021-01-26
ACER ASPIRE 5 A514 53 3852 I3 1005G1 4GB 512GB SSD 32GB OPTANE,8,7.324.000,2021-01-26
ACER ASPIRE 5 A514 53 3852 i3-1005G1 4GB 512 SSD W10 OHS MAGIC PURPLE,7,7.499.000,2021-01-26
HP PAVILION GAMING 15-ec1077ax Ryzen 5 4600H 512 GB 16GB GTX 1650 144Hz WINDOWS 10 + OHS,3,12.999.000,2021-01-26
ASUS TUF A15 FX506II-R75TB6T - R7-4800H 8GB 512SSD GTX1650Ti 4G 144Hz,1,15.899.000,2021-01-26
Asus Zenbook Flip UM462DA AI701TS 2in1 Touch Ryzen 7 3700/8GB/512ssd/W10/OHS 14.0FHD,2,13.499.000,2021-01-26
"ASUS ZENBOOK UM425IA-AM502S AMD R5-4500U/8GB/512GBssd/W10+OHS2019/14""",4,12.599.999,2021-01-26
Lenovo Ideapad Slim 3 - Celeron N4020 - Ram 4GB - SSD 256GB - 14 inc,36,5.899.000,2021-01-26
ASUS TUF GAMING F15 FX506Li i7-10870H 8GB 512GB GTX1650Ti 4GB 144Hz,6,16.482.000,2021-01-26
DELL INSPIRON 5406 2IN1 ( CI5/1135G7/8GB/512 SSD/NVIDIA/W10 SL ) + OHS,9,13.999.000,2021-01-26
Lenovo Ideapad Slim 3 14ARE05 - Amd Ryzen-3 4300U 8GB 512GB SSD 14 W10,45,8.100.000,2021-01-26
