name,price,location,sold,date
Acer Swift 5 SF514-54GT Ultrabook Air Core i5-1035G1/8GB/512GB MX350 OHS,18.399.000,KOTA JAKARTA PUSAT,1,21-01-2021
"{b2k} LAPTOP ACER SWIFT 3 ACER DAY ATHLON 300U 8GB 256GB WIN10 14""FHD",9.560.000,KOTA BEKASI,1,21-01-2021
Acer Swift 3 Infinity SF314 i7 1165G7 16GB 512ssd W10+OHS 14.0FHD FP SLV,16.799.000,KOTA JAKARTA SELATAN,1,21-01-2021
Acer swift 3,15.000.000,KOTA JAKARTA TIMUR,1,21-01-2021
Laptop ACER Swift 3X SF314 | i5 1135G7 8GB 512ssd IrisXe Max W10+OHS 14.0FHD |-510.55DE,13.249.000,KOTA JAKARTA UTARA,1,22-01-2021
Laptop Baru Murah Acer Swift 3 Intel i3 Gen 10 | Memori 4gb | Ssd 256gb | Layar 14 inch | Bodi Slim,7.717.000,KOTA SURABAYA,1,22-01-2021
Acer Swift 3 Intel Core i7-8565U RAM 8GB HDD 1TB VGA 2GB Win 10,10.999.000,KOTA JAKARTA UTARA,1,22-01-2021
"ACER SWIFT 3 SF314-57 I3-1005G1/4GB/SSD 256GB/14"" FHD IPS/WIND10",15.000.000,KOTA JAKARTA UTARA,2,22-01-2021
Laptop Acer Swift 3X SF314 55DE / 59QY i5 1135G7 8GB 512ssd IrisXE MAX W10+OHS 14.0FHD FP,13.249.000,KOTA JAKARTA UTARA,2,22-01-2021
Laptop Acer Swift 3 SF314-41-R24M - Blue R9JT SILVER [Ryzen 5 3500U-4GBGB-512GB-W10],9.299.000,KAB. PATI,11,22-01-2021
Laptop Acer Swift 3 SF314-57-39WL with Intel Gen 10th and SSD M2 256GB Free Ongkir - Abu-abu,7.717.588,KOTA SURABAYA,3,22-01-2021
"ACER Swift 3 - SF314 | 14"" | R5-3500U | Vega 8 2GB | RAM 4GB | Win 10 HOME + OHS 2019",9.699.000,KOTA JAKARTA UTARA,1,22-01-2021
"Acer Swift 3X SF 314-510G - i7-1165G7 16GB 512GB 14""FHD IrisXe MAX W10",16.999.000,KOTA JAKARTA PUSAT,1,22-01-2021
Acer Swift 3 Infinity 3 SF314-59-78Z8 Ultrathin Notebook [NX.A5USN.003],16.999.000,KOTA JAKARTA TIMUR,1,22-01-2021
"LAPTOP BARU ACER SWIFT 3 SF314 - AMD Ryzen 5 3500U - 4GB RAM - SSD 512GB - 14"" - VGA AMD VEGA",9.534.000,KOTA SURABAYA,19,22-01-2021
ACER SWIFT 3 SF314 56G 78FB i7-8565U 8GB 1TB MX250 2GB 14.0 FHD IPS Win10 OHS,10.850.000,KOTA MALANG,1,22-01-2021
LAPTOP ISTIMEWAH Acer Swift 3 SF314-57G-57S9 Intel CORE I5 GENERASI 10 SSD 256GB NVIDIA GOFORCE +TAS,8.642.100,KOTA SURABAYA,1,22-01-2021
"Acer Swift 3 SF314-57G-54J4 Core i5-1035G1 - RAM 4GB - 512GB SSD - NVIDIA MX 2GB - 14"" FHD IPS -Grey",9.644.671,KOTA SURABAYA,2,22-01-2021
LAPTOP MURAH ACER SWIFT 3-R9JT || RYZEN 5-3500U || 4GB || SSD 512 || WIN 10+OFFICE || RESMI,9.356.000,KOTA SURABAYA,1,22-01-2021
Acer Swift 5 SF514-54GT Ultrabook Air Core i5-1035G1/8GB/512GB MX350 OHS,15.999.000,KOTA JAKARTA PUSAT,1,22-01-2021
ACER SWIFT 3 SF314-41-R9JT/R24M/R2HG RYZEN 5-3500U 4GB-512GB-W10-14FHD,9.598.000,KOTA JAKARTA PUSAT,1,22-01-2021
Acer Swift 3 SF314-56G,8.750.000,KOTA MEDAN,1,22-01-2021
"{b2k} LAPTOP ACER SWIFT 3 ACER DAY ATHLON 300U 8GB 256GB WIN10 14""FHD",9.560.000,KOTA BEKASI,1,22-01-2021
Acer Swift 3 Infinity SF314 i7 1165G7 16GB 512ssd W10+OHS 14.0FHD FP SLV,16.799.000,KOTA JAKARTA SELATAN,1,22-01-2021
Acer swift 3,15.000.000,KOTA JAKARTA TIMUR,1,22-01-2021
Laptop ACER Swift 3X SF314 | i5 1135G7 8GB 512ssd IrisXe Max W10+OHS 14.0FHD |-510.55DE,13.249.000,KOTA JAKARTA UTARA,1,23-01-2021
Acer Swift 3 Intel Core i7-8565U RAM 8GB HDD 1TB VGA 2GB Win 10,10.999.000,KOTA JAKARTA UTARA,1,23-01-2021
"ACER SWIFT 3 SF314-57 I3-1005G1/4GB/SSD 256GB/14"" FHD IPS/WIND10",15.000.000,KOTA JAKARTA UTARA,2,23-01-2021
Laptop Acer Swift 3X SF314 55DE / 59QY i5 1135G7 8GB 512ssd IrisXE MAX W10+OHS 14.0FHD FP,13.249.000,KOTA JAKARTA UTARA,2,23-01-2021
Laptop Acer Swift 3 SF314-41-R24M - Blue R9JT SILVER [Ryzen 5 3500U-4GBGB-512GB-W10],9.299.000,KAB. PATI,11,23-01-2021
"ACER Swift 3 - SF314 | 14"" | R5-3500U | Vega 8 2GB | RAM 4GB | Win 10 HOME + OHS 2019",9.699.000,KOTA JAKARTA UTARA,1,23-01-2021
Laptop Acer Swift 3 SF314-57-39WL with Intel Gen 10th and SSD M2 256GB Free Ongkir - Abu-abu,7.717.588,KOTA SURABAYA,3,23-01-2021
"Acer Swift 3X SF 314-510G - i7-1165G7 16GB 512GB 14""FHD IrisXe MAX W10",16.999.000,KOTA JAKARTA PUSAT,1,23-01-2021
Acer Swift 3 Infinity 3 SF314-59-78Z8 Ultrathin Notebook [NX.A5USN.003],16.999.000,KOTA JAKARTA TIMUR,1,23-01-2021
"Acer Swift 3 SF314-57G-54J4 Core i5-1035G1 - RAM 4GB - 512GB SSD - NVIDIA MX 2GB - 14"" FHD IPS -Grey",9.644.671,KOTA SURABAYA,2,23-01-2021
"LAPTOP BARU ACER SWIFT 3 SF314 - AMD Ryzen 5 3500U - 4GB RAM - SSD 512GB - 14"" - VGA AMD VEGA",9.534.000,KOTA SURABAYA,19,23-01-2021
Laptop Baru Murah Acer Swift 3 Intel i3 Gen 10 | Memori 4gb | Ssd 256gb | Layar 14 inch | Bodi Slim,7.717.000,KOTA SURABAYA,1,23-01-2021
ACER SWIFT 3 SF314 56G 78FB i7-8565U 8GB 1TB MX250 2GB 14.0 FHD IPS Win10 OHS,10.850.000,KOTA MALANG,1,23-01-2021
LAPTOP ISTIMEWAH Acer Swift 3 SF314-57G-57S9 Intel CORE I5 GENERASI 10 SSD 256GB NVIDIA GOFORCE +TAS,8.642.100,KOTA SURABAYA,1,23-01-2021
LAPTOP MURAH ACER SWIFT 3-R9JT || RYZEN 5-3500U || 4GB || SSD 512 || WIN 10+OFFICE || RESMI,9.356.000,KOTA SURABAYA,1,23-01-2021
ACER SWIFT 3 SF314-41-R9JT/R24M/R2HG RYZEN 5-3500U 4GB-512GB-W10-14FHD,9.598.000,KOTA JAKARTA PUSAT,1,23-01-2021
Acer Swift 3 SF314-56G,8.750.000,KOTA MEDAN,1,23-01-2021
Acer Swift 5 SF514-54GT Ultrabook Air Core i5-1035G1/8GB/512GB MX350 OHS,15.999.000,KOTA JAKARTA PUSAT,1,23-01-2021
Acer Swift 3 Infinity SF314 i7 1165G7 16GB 512ssd W10+OHS 14.0FHD FP SLV,16.799.000,KOTA JAKARTA SELATAN,1,23-01-2021
"{b2k} LAPTOP ACER SWIFT 3 ACER DAY ATHLON 300U 8GB 256GB WIN10 14""FHD",9.560.000,KOTA BEKASI,1,23-01-2021
Acer swift 3,15.000.000,KOTA JAKARTA TIMUR,1,23-01-2021
Acer Swift 3 SF314 R9Q7 - AMD Ryzen 5 4500 8GB 512ssd Vega6 W10+OHS,10.349.000,KOTA JAKARTA UTARA,3,25-01-2021
Laptop ACER Swift 3X SF314 | i5 1135G7 8GB 512ssd IrisXe Max W10+OHS 14.0FHD |-510.55DE,13.249.000,KOTA JAKARTA UTARA,1,25-01-2021
Acer Swift 3 Intel Core i7-8565U RAM 8GB HDD 1TB VGA 2GB Win 10,10.999.000,KOTA JAKARTA UTARA,1,25-01-2021
"ACER SWIFT 3 SF314-57 I3-1005G1/4GB/SSD 256GB/14"" FHD IPS/WIND10",15.000.000,KOTA JAKARTA UTARA,2,25-01-2021
Laptop Acer Swift 3X SF314 55DE / 59QY i5 1135G7 8GB 512ssd IrisXE MAX W10+OHS 14.0FHD FP,13.249.000,KOTA JAKARTA UTARA,2,25-01-2021
Laptop Acer Swift 3 SF314-41-R24M - Blue R9JT SILVER [Ryzen 5 3500U-4GBGB-512GB-W10],9.299.000,KAB. PATI,11,25-01-2021
"ACER Swift 3 - SF314 | 14"" | R5-3500U | Vega 8 2GB | RAM 4GB | Win 10 HOME + OHS 2019",9.699.000,KOTA JAKARTA UTARA,1,25-01-2021
Laptop Acer Swift 3 SF314-57-39WL with Intel Gen 10th and SSD M2 256GB Free Ongkir - Abu-abu,7.717.588,KOTA SURABAYA,3,25-01-2021
"Acer Swift 3X SF 314-510G - i7-1165G7 16GB 512GB 14""FHD IrisXe MAX W10",16.999.000,KOTA JAKARTA PUSAT,1,25-01-2021
Acer Swift 3 Infinity 3 SF314-59-78Z8 Ultrathin Notebook [NX.A5USN.003],16.999.000,KOTA JAKARTA TIMUR,1,25-01-2021
"LAPTOP BARU ACER SWIFT 3 SF314 - AMD Ryzen 5 3500U - 4GB RAM - SSD 512GB - 14"" - VGA AMD VEGA",9.534.000,KOTA SURABAYA,19,25-01-2021
LAPTOP ISTIMEWAH Acer Swift 3 SF314-57G-57S9 Intel CORE I5 GENERASI 10 SSD 256GB NVIDIA GOFORCE +TAS,8.642.100,KOTA SURABAYA,1,25-01-2021
ACER SWIFT 3 SF314 56G 78FB i7-8565U 8GB 1TB MX250 2GB 14.0 FHD IPS Win10 OHS,10.850.000,KOTA MALANG,1,25-01-2021
Laptop Baru Murah Acer Swift 3 Intel i3 Gen 10 | Memori 4gb | Ssd 256gb | Layar 14 inch | Bodi Slim,7.717.000,KOTA SURABAYA,1,25-01-2021
"Acer Swift 3 SF314-57G-54J4 Core i5-1035G1 - RAM 4GB - 512GB SSD - NVIDIA MX 2GB - 14"" FHD IPS -Grey",9.644.671,KOTA SURABAYA,2,25-01-2021
Acer Swift 3 Infinity SF314 i7 1165G7 16GB 512ssd W10+OHS 14.0FHD FP SLV,16.799.000,KOTA JAKARTA SELATAN,1,25-01-2021
ACER SWIFT 3 i3 7020U 4GB 1TB NVIDIA MX150 2GB WIN10 14 INCH FHD IPS ALL WARNA,7.349.000,KOTA KEDIRI,4,25-01-2021
ACER SWIFT 3 SF314-41-R9JT/R24M/R2HG RYZEN 5-3500U 4GB-512GB-W10-14FHD,9.598.000,KOTA JAKARTA PUSAT,1,25-01-2021
Acer Swift 3 SF314-56G,8.750.000,KOTA MEDAN,1,25-01-2021
Acer Swift 5 SF514-54GT Ultrabook Air Core i5-1035G1/8GB/512GB MX350 OHS,15.999.000,KOTA JAKARTA PUSAT,1,25-01-2021
"{b2k} LAPTOP ACER SWIFT 3 ACER DAY ATHLON 300U 8GB 256GB WIN10 14""FHD",9.560.000,KOTA BEKASI,1,25-01-2021
Acer swift 3,15.000.000,KOTA JAKARTA TIMUR,1,25-01-2021
Acer Swift 3 SF314 R9Q7 - AMD Ryzen 5 4500 8GB 512ssd Vega6 W10+OHS,10.349.000,KOTA JAKARTA UTARA,3,26-01-2021
Acer Swift 3 Infinity 3 SF314-59-56K4 Ultrathin Notebook [NX.A5USN.004],12.499.000,KOTA JAKARTA TIMUR,3,26-01-2021
Laptop ACER Swift 3X SF314 | i5 1135G7 8GB 512ssd IrisXe Max W10+OHS 14.0FHD |-510.55DE,13.249.000,KOTA JAKARTA UTARA,1,26-01-2021
Acer Swift 3 Intel Core i7-8565U RAM 8GB HDD 1TB VGA 2GB Win 10,10.999.000,KOTA JAKARTA UTARA,1,26-01-2021
"ACER SWIFT 3 SF314-57 I3-1005G1/4GB/SSD 256GB/14"" FHD IPS/WIND10",15.000.000,KOTA JAKARTA UTARA,2,26-01-2021
Laptop Acer Swift 3X SF314 55DE / 59QY i5 1135G7 8GB 512ssd IrisXE MAX W10+OHS 14.0FHD FP,13.249.000,KOTA JAKARTA UTARA,2,26-01-2021
Acer Swift 3X SF314-510G Core i5-1135G7 8GB/512GB Nvme intel @ iris xe W10,13.899.000,KOTA JAKARTA PUSAT,1,26-01-2021
Laptop Acer Swift 3 SF314-41-R24M - Blue R9JT SILVER [Ryzen 5 3500U-4GBGB-512GB-W10],9.299.000,KAB. PATI,11,26-01-2021
"Acer Swift 3X SF 314-510G - i7-1165G7 16GB 512GB 14""FHD IrisXe MAX W10",16.999.000,KOTA JAKARTA PUSAT,1,26-01-2021
"LAPTOP BARU ACER SWIFT 3 SF314 - AMD Ryzen 5 3500U - 4GB RAM - SSD 512GB - 14"" - VGA AMD VEGA",9.534.000,KOTA SURABAYA,19,26-01-2021
ACER SWIFT 3 SF314 56G 78FB i7-8565U 8GB 1TB MX250 2GB 14.0 FHD IPS Win10 OHS,10.850.000,KOTA MALANG,1,26-01-2021
LAPTOP ISTIMEWAH Acer Swift 3 SF314-57G-57S9 Intel CORE I5 GENERASI 10 SSD 256GB NVIDIA GOFORCE +TAS,8.642.100,KOTA SURABAYA,1,26-01-2021
Laptop Baru Murah Acer Swift 3 Intel i3 Gen 10 | Memori 4gb | Ssd 256gb | Layar 14 inch | Bodi Slim,7.717.000,KOTA SURABAYA,1,26-01-2021
Acer Swift 3 Infinity 3 SF314-59-78Z8 Ultrathin Notebook [NX.A5USN.003],16.999.000,KOTA JAKARTA TIMUR,1,26-01-2021
"Acer Swift 3 SF314-57G-54J4 Core i5-1035G1 - RAM 4GB - 512GB SSD - NVIDIA MX 2GB - 14"" FHD IPS -Grey",9.644.671,KOTA SURABAYA,2,26-01-2021
Acer Swift 3 Infinity SF314 i7 1165G7 16GB 512ssd W10+OHS 14.0FHD FP SLV,16.799.000,KOTA JAKARTA SELATAN,1,26-01-2021
Acer swift 3,15.000.000,KOTA JAKARTA TIMUR,1,26-01-2021
Acer Swift 3 SF314 R9Q7 R27X R86D  - AMD Ryzen 5 4500 8GB 512ssd Vega6 W10+OHS,9.999.000,KOTA JAKARTA UTARA,3,27-01-2021
Acer Swift 3 Infinity 3 SF314-59-56K4 Ultrathin Notebook [NX.A5USN.004],12.499.000,KOTA JAKARTA TIMUR,3,27-01-2021
Acer Swift 3 Intel Core i7-8565U RAM 8GB HDD 1TB VGA 2GB Win 10,10.999.000,KOTA JAKARTA UTARA,1,27-01-2021
"ACER SWIFT 3 SF314-57 I3-1005G1/4GB/SSD 256GB/14"" FHD IPS/WIND10",15.000.000,KOTA JAKARTA UTARA,2,27-01-2021
Laptop Acer Swift 3X SF314 55DE / 59QY i5 1135G7 8GB 512ssd IrisXE MAX W10+OHS 14.0FHD FP,13.249.000,KOTA JAKARTA UTARA,2,27-01-2021
"Acer Swift 3X SF 314-510G - i7-1165G7 16GB 512GB 14""FHD IrisXe MAX W10",16.999.000,KOTA JAKARTA PUSAT,1,27-01-2021
Laptop Acer Swift 3 SF314-41-R24M - Blue R9JT SILVER [Ryzen 5 3500U-4GBGB-512GB-W10],9.299.000,KAB. PATI,11,27-01-2021
Laptop Baru Murah Acer Swift 3 Intel i3 Gen 10 | Memori 4gb | Ssd 256gb | Layar 14 inch | Bodi Slim,7.717.000,KOTA SURABAYA,1,27-01-2021
"LAPTOP BARU ACER SWIFT 3 SF314 - AMD Ryzen 5 3500U - 4GB RAM - SSD 512GB - 14"" - VGA AMD VEGA",9.534.000,KOTA SURABAYA,19,27-01-2021
"Acer Swift 3 SF314-57G-54J4 Core i5-1035G1 - RAM 4GB - 512GB SSD - NVIDIA MX 2GB - 14"" FHD IPS -Grey",9.644.671,KOTA SURABAYA,2,27-01-2021
ACER SWIFT 3 SF314 56G 78FB i7-8565U 8GB 1TB MX250 2GB 14.0 FHD IPS Win10 OHS,10.850.000,KOTA MALANG,1,27-01-2021
Acer Swift 3 Infinity 3 SF314-59-78Z8 Ultrathin Notebook [NX.A5USN.003],16.999.000,KOTA JAKARTA TIMUR,1,27-01-2021
LAPTOP ISTIMEWAH Acer Swift 3 SF314-57G-57S9 Intel CORE I5 GENERASI 10 SSD 256GB NVIDIA GOFORCE +TAS,8.642.100,KOTA SURABAYA,1,27-01-2021
LAPTOP MURAH ACER SWIFT 3-R9JT || RYZEN 5-3500U || 4GB || SSD 512 || WIN 10+OFFICE || RESMI,9.356.000,KOTA SURABAYA,1,27-01-2021
Acer Swift 3X SF314-510G Core i5-1135G7 8GB/512GB Nvme intel @ iris xe W10,13.899.000,KOTA JAKARTA PUSAT,1,27-01-2021
ACER SWIFT 3 SF314-41-R9JT/R24M/R2HG RYZEN 5-3500U 4GB-512GB-W10-14FHD,9.598.000,KOTA JAKARTA PUSAT,1,27-01-2021
Acer Swift 5 SF514-54GT Ultrabook Air Core i5-1035G1/8GB/512GB MX350 OHS,15.999.000,KOTA JAKARTA PUSAT,1,27-01-2021
"ACER Swift 3 - SF314 | 14"" | R5-3500U | Vega 8 2GB | RAM 4GB | Win 10 HOME + OHS 2019",9.699.000,KOTA JAKARTA UTARA,1,27-01-2021
Laptop ACER Swift 3X SF314 | i5 1135G7 8GB 512ssd IrisXe Max W10+OHS 14.0FHD |-510.55DE,13.249.000,KOTA JAKARTA UTARA,1,27-01-2021
"{b2k} LAPTOP ACER SWIFT 3 ACER DAY ATHLON 300U 8GB 256GB WIN10 14""FHD",9.560.000,KOTA BEKASI,1,27-01-2021
Acer Swift 3 Infinity SF314 i7 1165G7 16GB 512ssd W10+OHS 14.0FHD FP SLV,16.799.000,KOTA JAKARTA SELATAN,1,27-01-2021
Acer swift 3,15.000.000,KOTA JAKARTA TIMUR,1,27-01-2021
"ACER A514-53-3852 CI3-1005G1/4GB DDR4/SSD 512GB/14"" FHD/OHS+WIN10 (MAGIC PURPLE)",7.800.000,KOTA KEDIRI,0,28-01-2021
ACER A515-44-R7NZ R5-4500U 8GB 512GB WIN10 OHS BLACK,8.999.000,KOTA JAKARTA PUSAT,0,28-01-2021
Laptop Gaming HP Pavilion Gaming 15-DK1141TX BONUS MOUSE GAMING,19.299.000,KOTA TANGERANG SELATAN,0,28-01-2021
"ACER Z3-451/8 AMD A8-7410/ MEMORI 8GB/ HDD 500GB/ 14""/ DVDRW/ RADEON R5/ DOS (BLACK)",5.499.000,KOTA KEDIRI,1,28-01-2021
"HP Pavilion Gaming 15-ec1071ax Laptop 15"" - Ryzen 7-4800H - 16GB - Nvidia GTX 1650 - 512 GB SSD W10",15.299.000,KOTA JAKARTA UTARA,1,28-01-2021
Acer Swift 3 SF314 R9Q7 R27X R86D  - AMD Ryzen 5 4500 8GB 512ssd Vega6 W10+OHS,9.999.000,KOTA JAKARTA UTARA,3,28-01-2021
Acer Swift 3 Infinity 3 SF314-59-56K4 Ultrathin Notebook [NX.A5USN.004],12.499.000,KOTA JAKARTA TIMUR,3,28-01-2021
"ACER SWIFT 3 SF314-57 I3-1005G1/4GB/SSD 256GB/14"" FHD IPS/WIND10",15.000.000,KOTA JAKARTA UTARA,2,28-01-2021
Acer Swift 3 Intel Core i7-8565U RAM 8GB HDD 1TB VGA 2GB Win 10,10.999.000,KOTA JAKARTA UTARA,1,28-01-2021
Laptop Acer Swift 3X SF314 55DE / 59QY i5 1135G7 8GB 512ssd IrisXE MAX W10+OHS 14.0FHD FP,13.249.000,KOTA JAKARTA UTARA,2,28-01-2021
Laptop Acer Swift 3 SF314-41-R24M - Blue R9JT SILVER [Ryzen 5 3500U-4GBGB-512GB-W10],9.299.000,KAB. PATI,11,28-01-2021
"Acer Swift 3X SF 314-510G - i7-1165G7 16GB 512GB 14""FHD IrisXe MAX W10",16.999.000,KOTA JAKARTA PUSAT,1,28-01-2021
"Acer Swift 3 SF314-57G-54J4 Core i5-1035G1 - RAM 4GB - 512GB SSD - NVIDIA MX 2GB - 14"" FHD IPS -Grey",9.644.671,KOTA SURABAYA,2,28-01-2021
Laptop Baru Murah Acer Swift 3 Intel i3 Gen 10 | Memori 4gb | Ssd 256gb | Layar 14 inch | Bodi Slim,7.717.000,KOTA SURABAYA,1,28-01-2021
Acer Swift 3X SF314-510G Core i5-1135G7 8GB/512GB Nvme intel @ iris xe W10,13.899.000,KOTA JAKARTA PUSAT,1,28-01-2021
ACER SWIFT 3 SF314-41-R9JT/R24M/R2HG RYZEN 5-3500U 4GB-512GB-W10-14FHD,9.598.000,KOTA JAKARTA PUSAT,1,28-01-2021
Acer Swift 5 SF514-54GT Ultrabook Air Core i5-1035G1/8GB/512GB MX350 OHS,15.999.000,KOTA JAKARTA PUSAT,1,28-01-2021
Laptop ACER Swift 3X SF314 | i5 1135G7 8GB 512ssd IrisXe Max W10+OHS 14.0FHD |-510.55DE,13.249.000,KOTA JAKARTA UTARA,1,28-01-2021
Acer Swift 3 Infinity SF314 i7 1165G7 16GB 512ssd W10+OHS 14.0FHD FP SLV,16.799.000,KOTA JAKARTA SELATAN,1,28-01-2021
"{b2k} LAPTOP ACER SWIFT 3 ACER DAY ATHLON 300U 8GB 256GB WIN10 14""FHD",9.560.000,KOTA BEKASI,1,28-01-2021
Acer swift 3,15.000.000,KOTA JAKARTA TIMUR,1,28-01-2021
Acer Swift 3 SF314 R9Q7 R27X R86D  - AMD Ryzen 5 4500 8GB 512ssd Vega6 W10+OHS,9.999.000,KOTA JAKARTA UTARA,3,29-01-2021
Acer Swift 3 Intel Core i7-8565U RAM 8GB HDD 1TB VGA 2GB Win 10,10.999.000,KOTA JAKARTA UTARA,1,29-01-2021
"ACER SWIFT 3 SF314-57 I3-1005G1/4GB/SSD 256GB/14"" FHD IPS/WIND10",15.000.000,KOTA JAKARTA UTARA,2,29-01-2021
Laptop Acer Swift 3X SF314 55DE / 59QY i5 1135G7 8GB 512ssd IrisXE MAX W10+OHS 14.0FHD FP,13.249.000,KOTA JAKARTA UTARA,2,29-01-2021
Laptop Acer Swift 3 SF314-41-R24M - Blue R9JT SILVER [Ryzen 5 3500U-4GBGB-512GB-W10],9.299.000,KAB. PATI,11,29-01-2021
"Acer Swift 3X SF 314-510G - i7-1165G7 16GB 512GB 14""FHD IrisXe MAX W10",16.999.000,KOTA JAKARTA PUSAT,1,29-01-2021
Laptop Baru Murah Acer Swift 3 Intel i3 Gen 10 | Memori 4gb | Ssd 256gb | Layar 14 inch | Bodi Slim,7.717.000,KOTA SURABAYA,1,29-01-2021
Acer Swift 3 Infinity 3 SF314-59-78Z8 Ultrathin Notebook [NX.A5USN.003],16.999.000,KOTA JAKARTA TIMUR,1,29-01-2021
Acer Swift 3X SF314-510G Core i5-1135G7 8GB/512GB Nvme intel @ iris xe W10,13.899.000,KOTA JAKARTA PUSAT,1,29-01-2021
"Acer Swift 3 SF314-57G-54J4 Core i5-1035G1 - RAM 4GB - 512GB SSD - NVIDIA MX 2GB - 14"" FHD IPS -Grey",9.644.671,KOTA SURABAYA,2,29-01-2021
ACER SWIFT 3 SF314 56G 78FB i7-8565U 8GB 1TB MX250 2GB 14.0 FHD IPS Win10 OHS,10.850.000,KOTA MALANG,1,29-01-2021
LAPTOP ISTIMEWAH Acer Swift 3 SF314-57G-57S9 Intel CORE I5 GENERASI 10 SSD 256GB NVIDIA GOFORCE +TAS,8.642.100,KOTA SURABAYA,1,29-01-2021
"LAPTOP BARU ACER SWIFT 3 SF314 - AMD Ryzen 5 3500U - 4GB RAM - SSD 512GB - 14"" - VGA AMD VEGA",9.534.000,KOTA SURABAYA,19,29-01-2021
LAPTOP MURAH ACER SWIFT 3-R9JT || RYZEN 5-3500U || 4GB || SSD 512 || WIN 10+OFFICE || RESMI,9.356.000,KOTA SURABAYA,1,29-01-2021
Acer Swift 3 SF314-57G-54J4 with Intel i5 10th Gen and 2GB VRAM,9.500.000,KOTA SURAKARTA (SOLO),1,29-01-2021
Acer Swift 5 SF514-54GT Ultrabook Air Core i5-1035G1/8GB/512GB MX350 OHS,15.999.000,KOTA JAKARTA PUSAT,1,29-01-2021
ACER SWIFT 3 i3 7020U 4GB 1TB NVIDIA MX150 2GB WIN10 14 INCH FHD IPS ALL WARNA,7.349.000,KOTA KEDIRI,4,29-01-2021
Laptop ACER Swift 3X SF314 | i5 1135G7 8GB 512ssd IrisXe Max W10+OHS 14.0FHD |-510.55DE,13.249.000,KOTA JAKARTA UTARA,1,29-01-2021
Acer Swift 3 Infinity SF314 i7 1165G7 16GB 512ssd W10+OHS 14.0FHD FP SLV,16.799.000,KOTA JAKARTA SELATAN,1,29-01-2021
Acer swift 3,15.000.000,KOTA JAKARTA TIMUR,1,29-01-2021
"{b2k} LAPTOP ACER SWIFT 3 ACER DAY ATHLON 300U 8GB 256GB WIN10 14""FHD",9.560.000,KOTA BEKASI,1,29-01-2021
Laptop Lenovo Second Berkualitas i5 / Bergaransi / Termurah Sikat Bosku,2.400.000,KOTA JAKARTA PUSAT,538,14-01-2021
Laptop Lenovo thinkpad X230 Ci5 Gen 3 Laptop Second Mulus Laptop second Murah Laptop Sekolah online,2.450.000,KOTA JAKARTA PUSAT,0,14-01-2021
HP Gaming Pavilion 15-dk1064TX i5-103000H 8GB 512GB SSD RTX2060 Win 10+OHS,15.699.000,KOTA JAKARTA BARAT,3,14-01-2021
Laptop Murah Lenovo Thinkpad T440P Ci5 Tangguh dan Engsel Kokoh,3.450.000,KOTA JAKARTA PUSAT,0,14-01-2021
Laptop Lenovo Thinkpad E530 i3 Gen 2 / Bergaransi / Termurah Sikat Bosku,2.250.000,KOTA JAKARTA PUSAT,2,14-01-2021
Asus ROG Super Gaming G531GT i5 GDDR5X 1650 FHD IPS,14.850.000,KOTA BANDUNG,1,14-01-2021
Asus ROG GL553VD Intel Core i7 7700HQ 8GB/1TB Second,8.990.000,KOTA BANDUNG,1,14-01-2021
ASUS ROG Strix G15 G512LI-I565B6T i5-10300H GTX 1650Ti 144Hz 8GB 512GB 15.6 Inch FHD,15.767.000,KOTA JAKARTA PUSAT,30,14-01-2021
Asus ROG Strix G15 - Intel Core i7 - 16GB - NVIDIA GeForce RTX 2060 - 512GB SSD - 15.6 240Hz - Black,21.299.000,KOTA JAKARTA PUSAT,1,14-01-2021
Asus ROG GL552JX Gaming Desain i7 w/ GTX 950 IPS | GL552J Not GL553VD | G531GD | G531GT,10.350.000,KOTA BANDUNG,29,14-01-2021
ASUS ROG Zephyrus G14 GA401II-R55TA8G/R55TA8W - AMD Ryzen 5-4600HS 8GB 512GB SSD GTX1650Ti 120Hz,16.699.000,KOTA JAKARTA UTARA,29,14-01-2021
Asus ROG GL552VW i7 6700HQ GTX 960 8GB/1TB Second,9.599.000,KOTA BANDUNG,1,14-01-2021
Asus ROG G512LV i7 10750 16GB 512ssd RTX2060 6GB W10 15.6FHD,21.299.000,KOTA JAKARTA UTARA,1,14-01-2021
ASUS ROG Zephyrus G14 Ryzen 7 4800HS GTX 1650Ti 8GB 512GB 120Hz GA401II-R75TA8W,21.187.000,KOTA JAKARTA PUSAT,19,14-01-2021
Asus ROG GL553VD STRIX Gaming Desain i7 w/ GTX 1050 12 GB Full HD IPS Not G531GD GL503GE Zephyrus,12.999.000,KOTA BANDUNG,43,14-01-2021
Laptop Termurah HP ELITEBOOK RAM 4GB HDD 320GB Berkualitas,2.550.000,KOTA BANDUNG,111,14-01-2021
Laptop Murah Dell Latitude E6320 Core i5 Gen ke 2 Laptop Second Mulus Laptop Second Murah,2.200.000,KOTA JAKARTA PUSAT,0,14-01-2021
Laptop Second i5 Lenovo Thinkpad T410,2.350.000,KOTA JAKARTA BARAT,23,14-01-2021
Laptop Lenovo ThinkPad X260 i5 Gen 6 8/256 Bergaransi Dan Murah,5.100.000,KOTA BANDUNG,0,14-01-2021
